duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,actor_3_name,num_user_for_reviews,content_rating,actor_2_facebook_likes,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,imdb_score
116.0,0.0,104.0,782,15000.0,45434443.0,659,175960,555,360.0,7,509.0,43000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
131.0,274.0,138.0,2063,11000.0,42044321.0,12,65668,2763,342.0,7,964.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
91.0,27.0,925.0,1314,12000.0,73661010.0,1665,71137,472,229.0,6,970.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[6, 8)"
123.0,272.0,193.0,369,13000.0,41523271.0,220,57038,252,261.0,7,450.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
134.0,109.0,249.0,238,919.0,37600435.0,919,55350,1539,180.0,7,303.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"[4, 6)"
148.0,72.0,99.0,919,582.0,39251128.0,128,31080,2520,217.0,7,103.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
110.0,763.0,222.0,586,15000.0,83503161.0,659,138190,2891,405.0,9,1000.0,30000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
113.0,17.0,759.0,363,87000.0,34636443.0,824,93790,2524,288.0,9,13000.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[6, 8)"
94.0,383.0,886.0,1125,13000.0,22751979.0,1175,52244,2278,377.0,6,1000.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
116.0,41.0,541.0,359,11000.0,30013346.0,641,31293,1860,254.0,7,982.0,648,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
99.0,545.0,533.0,2348,933.0,14567883.0,341,44248,1380,373.0,9,722.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
84.0,10.0,394.0,1482,3000.0,90820.0,317,35510,1932,119.0,7,552.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
93.0,253.0,637.0,341,3000.0,5409517.0,199,14280,2118,171.0,7,889.0,683,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
113.0,212.0,568.0,2589,2000.0,21009180.0,432,45815,2227,222.0,7,845.0,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
106.0,0.0,963.0,363,18000.0,94999143.0,1498,245152,2162,1344.0,7,13000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[6, 8)"
91.0,22.0,1000.0,1313,7000.0,336029560.0,1666,142403,2893,275.0,6,4000.0,70000,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
128.0,0.0,826.0,10,4000.0,36381716.0,885,197584,2773,918.0,7,2000.0,42000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
98.0,0.0,697.0,1870,12000.0,55585389.0,1316,64121,1541,241.0,9,854.0,880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[4, 6)"
134.0,272.0,215.0,1110,548.0,36976367.0,1392,81611,1213,274.0,7,270.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[6, 8)"
97.0,6.0,415.0,1338,22000.0,107225164.0,1393,27130,1715,126.0,6,1000.0,14000,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
112.0,72.0,715.0,2141,11000.0,70224196.0,1184,59352,86,138.0,7,1000.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"[4, 6)"
153.0,0.0,130.0,2113,11000.0,51814190.0,12,100837,2099,301.0,9,561.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
110.0,532.0,461.0,868,3000.0,47456450.0,785,101386,2998,289.0,9,638.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
122.0,285.0,989.0,1572,8000.0,148213377.0,1822,130776,1058,437.0,7,1000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[6, 8)"
87.0,41.0,574.0,1176,1000.0,112950721.0,1445,33884,1765,79.0,6,692.0,266,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
178.0,0.0,403.0,2030,906.0,75600000.0,1211,736638,1331,1065.0,9,466.0,17000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[8, 10)"
125.0,0.0,210.0,333,15000.0,62647540.0,719,143525,1325,657.0,9,383.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
87.0,30.0,433.0,2717,745.0,183132370.0,28,259083,1996,763.0,7,440.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
152.0,0.0,745.0,980,940.0,27796042.0,1160,45031,1419,376.0,6,826.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
116.0,212.0,462.0,830,13000.0,32616869.0,1681,34435,647,346.0,7,658.0,886,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[4, 6)"
109.0,218.0,8.0,1163,21.0,18947630.0,400,11798,2340,124.0,6,17.0,2000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
108.0,0.0,882.0,1354,3000.0,114195633.0,222,193770,3178,2003.0,7,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"[6, 8)"
85.0,84.0,595.0,2137,1000.0,144156464.0,1346,74343,2439,98.0,7,1000.0,694,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
106.0,0.0,242.0,1809,710.0,227965690.0,1512,271592,523,2335.0,7,529.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
93.0,80.0,48.0,1194,692.0,436471036.0,1526,314630,627,483.0,6,309.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
117.0,487.0,769.0,444,1000.0,244052771.0,871,263853,1081,584.0,1,843.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[6, 8)"
116.0,0.0,995.0,493,8000.0,152149590.0,920,74274,1185,255.0,6,3000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[4, 6)"
132.0,357.0,212.0,842,14000.0,141204016.0,1799,142569,1857,737.0,7,223.0,10000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
92.0,5.0,726.0,287,870.0,162495848.0,1728,34359,880,133.0,6,861.0,16000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
139.0,2000.0,808.0,663,960.0,136448821.0,1069,98989,2559,158.0,9,848.0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
153.0,16000.0,11000.0,308,13000.0,120523073.0,1225,885175,564,1527.0,9,11000.0,42000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[8, 10)"
142.0,14000.0,5000.0,1358,49000.0,119654900.0,1497,182802,330,363.0,6,8000.0,13000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
124.0,212.0,576.0,1277,13000.0,117541000.0,220,269858,1018,316.0,9,982.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
117.0,69.0,1000.0,1337,10000.0,116643346.0,797,119807,1813,340.0,7,1000.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
141.0,488.0,509.0,1056,10000.0,100614858.0,1745,206776,2327,1248.0,9,834.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,"[6, 8)"
110.0,0.0,559.0,891,3000.0,42272747.0,222,78635,324,1040.0,7,579.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"[4, 6)"
109.0,545.0,727.0,525,886.0,80281096.0,1558,143628,2525,1283.0,7,766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[4, 6)"
88.0,84.0,1000.0,343,1000.0,219613391.0,73,31649,1457,98.0,6,1000.0,2000,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"[4, 6)"
124.0,130.0,841.0,1684,4000.0,78120196.0,885,103241,544,742.0,9,973.0,5000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
119.0,845.0,992.0,1902,18000.0,98895417.0,607,203154,2507,698.0,9,11000.0,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
103.0,906.0,748.0,1321,1000.0,70117571.0,1041,56741,2152,515.0,6,906.0,1000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
116.0,473.0,464.0,1233,833.0,83552429.0,1329,154955,2518,800.0,7,697.0,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
125.0,13000.0,883.0,104,12000.0,66257002.0,1665,350698,59,816.0,7,1000.0,26000,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
125.0,0.0,184.0,2081,443.0,65012000.0,403,43559,2668,137.0,9,277.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"[6, 8)"
146.0,14000.0,979.0,247,25000.0,79883359.0,796,116159,885,488.0,7,19000.0,28000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
118.0,0.0,559.0,1760,13000.0,78031620.0,163,102248,324,403.0,7,13000.0,34000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
171.0,0.0,638.0,2564,2000.0,54222000.0,1220,131217,2048,380.0,7,650.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
136.0,0.0,17.0,212,903.0,52474616.0,573,84118,1529,245.0,7,592.0,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
92.0,28.0,423.0,2317,3000.0,55942830.0,447,138582,3213,423.0,7,692.0,37000,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
116.0,380.0,774.0,363,18000.0,40932372.0,433,58023,2024,281.0,9,13000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
127.0,905.0,271.0,632,15000.0,38345403.0,659,212085,2279,492.0,7,588.0,15000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
136.0,218.0,400.0,1678,11000.0,37901509.0,189,96385,3122,119.0,7,691.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
111.0,2000.0,244.0,517,17000.0,48430355.0,268,43709,516,141.0,7,1000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
116.0,541.0,384.0,353,12000.0,30157016.0,103,39659,1050,189.0,7,405.0,792,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
113.0,43.0,452.0,239,12000.0,28031250.0,476,88146,815,814.0,9,585.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
97.0,84.0,150.0,2097,989.0,33105600.0,587,41663,2951,141.0,7,229.0,531,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
88.0,24.0,324.0,2437,5000.0,62321039.0,1717,117096,2751,271.0,9,327.0,24000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
136.0,163.0,66.0,2364,394.0,38509342.0,734,61995,481,356.0,7,217.0,33000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"[4, 6)"
125.0,40.0,407.0,522,13000.0,19076815.0,220,43651,2676,196.0,9,787.0,997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
116.0,5.0,748.0,2208,26000.0,25093607.0,758,105556,275,157.0,9,22000.0,17000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
98.0,323.0,390.0,464,1000.0,18990542.0,1019,22264,149,289.0,9,841.0,584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"[2, 4)"
91.0,8.0,298.0,2311,349.0,14294842.0,1689,16761,1137,277.0,9,324.0,391,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[2, 4)"
97.0,13.0,695.0,1882,11000.0,19819494.0,1279,26893,2523,126.0,9,893.0,815,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
95.0,101.0,443.0,318,2000.0,13596911.0,1509,25572,741,123.0,6,509.0,2000,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
88.0,6.0,854.0,1985,2000.0,8460990.0,1042,5116,1477,54.0,6,1000.0,5000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"[4, 6)"
133.0,0.0,301.0,184,26000.0,7097125.0,293,38983,363,207.0,9,326.0,11000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[4, 6)"
106.0,14.0,582.0,1542,11000.0,37760080.0,87,72868,254,618.0,6,1000.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[6, 8)"
116.0,105.0,246.0,1043,844.0,5851188.0,277,31124,2284,313.0,9,729.0,764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[4, 6)"
115.0,101.0,585.0,0,13000.0,25121291.0,1681,177653,2067,279.0,9,1000.0,34000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[6, 8)"
99.0,212.0,182.0,1653,576.0,18821279.0,1517,44891,1048,202.0,7,358.0,12000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
124.0,31.0,497.0,361,11000.0,118471320.0,1279,86504,2471,568.0,7,655.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
124.0,171.0,10000.0,1503,21000.0,300523113.0,1489,184637,190,498.0,7,17000.0,29000,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[4, 6)"
124.0,0.0,580.0,1729,22000.0,71069884.0,1484,101899,1060,445.0,9,10000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
87.0,275.0,975.0,1884,7000.0,251501645.0,1666,385943,1271,296.0,6,2000.0,31000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
105.0,29.0,97.0,2206,584.0,35324232.0,1802,32224,35,62.0,9,220.0,617,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
125.0,3000.0,3000.0,1902,14000.0,81257500.0,1068,117739,2801,229.0,9,11000.0,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
141.0,448.0,334.0,205,614.0,617840.0,1191,52496,2697,172.0,9,451.0,29000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
121.0,18.0,776.0,2683,1000.0,29655590.0,745,53970,881,435.0,7,855.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
111.0,101.0,681.0,1529,966.0,45045037.0,781,103230,2883,143.0,9,919.0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[4, 6)"
157.0,0.0,680.0,2196,14000.0,28965197.0,24,133526,776,521.0,9,826.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
117.0,44.0,531.0,12,788.0,27550735.0,1241,27481,1128,113.0,7,562.0,12000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
128.0,0.0,135.0,2399,29000.0,39380442.0,1057,174248,2154,263.0,9,149.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
114.0,116.0,982.0,2428,7000.0,72980108.0,1666,80338,407,264.0,7,1000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
105.0,335.0,911.0,700,3000.0,37516013.0,1523,128629,284,348.0,9,3000.0,98000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
113.0,36.0,232.0,1469,537.0,87704396.0,1824,88132,2104,274.0,7,427.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"[6, 8)"
121.0,38.0,745.0,1890,940.0,83892374.0,1160,85720,1419,297.0,7,826.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"[6, 8)"
102.0,4.0,112.0,1976,14000.0,5932060.0,334,29285,2372,174.0,7,394.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"[4, 6)"
169.0,14000.0,13000.0,2647,15000.0,216119491.0,1748,881236,2065,2277.0,9,14000.0,22000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[8, 10)"
132.0,76.0,464.0,700,3000.0,43568507.0,1440,136954,2518,346.0,7,3000.0,32000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
127.0,278.0,912.0,1608,2000.0,182805123.0,916,158864,1924,395.0,7,955.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
103.0,77.0,835.0,2438,1000.0,176387405.0,621,328159,798,467.0,6,939.0,3000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
136.0,759.0,354.0,1845,11000.0,33685268.0,1279,75573,2548,662.0,9,599.0,4000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[4, 6)"
150.0,14000.0,655.0,980,23000.0,182204440.0,902,197412,409,720.0,7,826.0,71000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
136.0,0.0,99.0,1690,18000.0,171383253.0,962,1217752,1118,3646.0,9,145.0,25000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[8, 10)"
140.0,2000.0,552.0,1874,15000.0,172071312.0,1748,208817,1698,296.0,6,968.0,5000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
104.0,54.0,775.0,48,901.0,139225854.0,910,34561,950,116.0,1,857.0,1000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
158.0,0.0,11000.0,758,20000.0,148775460.0,669,243834,194,845.0,7,13000.0,144000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"[6, 8)"
119.0,0.0,744.0,1162,15000.0,115731542.0,1748,151812,720,556.0,6,793.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
106.0,285.0,105.0,26,8000.0,100468793.0,1822,212499,147,277.0,9,3000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
136.0,258.0,94.0,2585,12000.0,93771072.0,103,135404,2910,318.0,7,174.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"[6, 8)"
95.0,480.0,490.0,2113,21000.0,100448498.0,1485,272789,2082,285.0,9,561.0,25000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
137.0,11000.0,465.0,1071,769.0,115603980.0,559,103589,73,351.0,7,698.0,35000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"[6, 8)"
130.0,16000.0,416.0,540,16000.0,90454043.0,328,60165,3175,326.0,7,495.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
124.0,212.0,369.0,1564,13000.0,84049211.0,1681,96096,1355,172.0,9,730.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
108.0,610.0,461.0,2306,848.0,70450000.0,426,77390,329,189.0,9,517.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
104.0,226.0,577.0,1590,13000.0,69688384.0,220,34473,692,139.0,6,718.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
129.0,0.0,625.0,1154,12000.0,70236496.0,1316,67395,227,564.0,7,1000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
117.0,179.0,403.0,1497,8000.0,63695760.0,920,61490,2006,264.0,7,4000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
99.0,119.0,174.0,9,600.0,59617068.0,1575,213863,1205,310.0,9,346.0,59000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
159.0,0.0,521.0,2659,10000.0,55637680.0,1745,227071,2928,1500.0,9,580.0,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[6, 8)"
118.0,87.0,929.0,719,2000.0,85911262.0,1426,24735,767,213.0,6,1000.0,16000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[4, 6)"
105.0,43.0,523.0,33,10000.0,53846915.0,1825,149337,1095,221.0,9,806.0,23000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
103.0,368.0,520.0,11,27000.0,54758461.0,1749,147641,3149,238.0,7,1000.0,18000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
122.0,687.0,957.0,1926,16000.0,52397389.0,1536,132954,1556,514.0,9,1000.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"[4, 6)"
114.0,468.0,919.0,1187,1000.0,25043962.0,1043,41776,3186,383.0,7,1000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[6, 8)"
143.0,0.0,210.0,32,509.0,38966057.0,1188,23940,2407,157.0,9,317.0,688,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
96.0,545.0,974.0,305,14000.0,42345531.0,1258,104831,318,423.0,9,1000.0,32000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[4, 6)"
111.0,545.0,805.0,1786,26000.0,36064910.0,758,166610,1496,211.0,9,872.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
121.0,212.0,263.0,543,394.0,33328051.0,1204,60508,3210,285.0,9,380.0,4000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[6, 8)"
135.0,138.0,184.0,110,324.0,32598931.0,1366,49300,2163,265.0,9,192.0,892,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
101.0,4000.0,539.0,1342,17000.0,28045540.0,1010,67707,1583,202.0,6,14000.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
151.0,21000.0,637.0,1789,11000.0,37023395.0,189,1347461,978,2968.0,9,783.0,48000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
131.0,368.0,383.0,1490,11000.0,43532294.0,1184,46951,381,175.0,6,529.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[6, 8)"
100.0,36.0,554.0,1098,13000.0,17218080.0,220,43376,2578,249.0,9,773.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
105.0,0.0,506.0,1842,975.0,10014234.0,1240,8560,2586,69.0,9,909.0,177,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
