duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,actor_3_name,num_user_for_reviews,content_rating,actor_2_facebook_likes,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,imdb_score
195.0,1000.0,3000.0,1311,21000.0,408992272.0,1485,557489,838,1187.0,7,4000.0,95000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
108.0,13000.0,11000.0,58,40000.0,334185206.0,878,306320,194,736.0,6,25000.0,24000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
104.0,420.0,560.0,1438,20000.0,234360014.0,669,383427,682,1912.0,7,808.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
104.0,37.0,760.0,2612,12000.0,268488329.0,1665,235025,2786,265.0,1,779.0,44000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
150.0,0.0,464.0,1463,894.0,402076689.0,618,323207,2518,1439.0,7,581.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
165.0,0.0,808.0,2415,974.0,245428137.0,169,242420,1734,918.0,7,956.0,56000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
130.0,0.0,11000.0,1875,44000.0,234903076.0,1729,175409,1315,511.0,6,15000.0,60000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
142.0,464.0,825.0,137,15000.0,202853933.0,519,321227,253,1067.0,7,10000.0,41000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
125.0,364.0,1000.0,1988,12000.0,172051787.0,773,264183,1314,665.0,6,10000.0,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
106.0,487.0,776.0,2529,1000.0,191450875.0,837,101178,881,283.0,1,919.0,10000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[6, 8)"
123.0,258.0,326.0,2509,16000.0,116593191.0,1536,223393,2935,550.0,7,368.0,24000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
103.0,125.0,721.0,1300,15000.0,414984497.0,1748,544884,843,733.0,1,1000.0,30000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
118.0,368.0,988.0,368,23000.0,125320003.0,300,286095,618,974.0,7,3000.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
140.0,0.0,14000.0,2056,26000.0,350034110.0,758,278232,3127,657.0,7,23000.0,94000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
123.0,395.0,1000.0,308,17000.0,202351611.0,1391,465019,2230,995.0,7,11000.0,129000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
149.0,0.0,20000.0,2078,34000.0,233914986.0,789,514125,1217,752.0,7,22000.0,82000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[8, 10)"
132.0,14000.0,928.0,359,19000.0,228756232.0,144,395573,2329,1171.0,7,981.0,92000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
114.0,0.0,140.0,848,979.0,65171860.0,493,106416,2516,205.0,7,557.0,22000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
143.0,1000.0,77.0,782,29000.0,144812796.0,1057,362912,2888,753.0,7,509.0,115000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
116.0,179.0,236.0,2172,15000.0,90755643.0,719,222403,2547,453.0,7,567.0,23000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
131.0,0.0,919.0,514,16000.0,101785482.0,272,381148,1826,1106.0,7,968.0,83000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
154.0,0.0,581.0,1576,894.0,352358779.0,618,326180,1755,899.0,7,829.0,46000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
122.0,14000.0,1000.0,2141,11000.0,317011114.0,641,333847,1478,2054.0,7,1000.0,5000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
93.0,113.0,113.0,1069,275.0,123070338.0,1,62836,2459,345.0,6,150.0,20000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
93.0,56.0,838.0,1300,2000.0,237282182.0,969,273556,1655,428.0,6,1000.0,39000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
122.0,681.0,105.0,1804,998.0,130468626.0,1641,53607,1959,432.0,7,119.0,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
98.0,475.0,522.0,890,1000.0,223806889.0,871,718837,1413,1043.0,1,729.0,16000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[8, 10)"
91.0,420.0,173.0,575,268.0,140080850.0,1779,121084,2336,221.0,7,268.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
158.0,776.0,310.0,1582,1000.0,166112167.0,1346,283418,3035,1055.0,7,468.0,13000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
96.0,0.0,10000.0,523,18000.0,137850096.0,1498,72809,1063,249.0,6,14000.0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
127.0,0.0,13000.0,1875,17000.0,47375327.0,268,139593,886,720.0,7,15000.0,44000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
110.0,282.0,103.0,85,11000.0,124051759.0,310,42372,465,239.0,7,10000.0,29000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
150.0,80.0,82.0,1492,1000.0,291709845.0,817,286506,2808,1463.0,6,190.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
144.0,0.0,1000.0,1825,34000.0,154985087.0,789,148379,3080,622.0,7,13000.0,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
152.0,22000.0,11000.0,1003,23000.0,533316061.0,300,1676169,2252,4667.0,7,13000.0,37000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[8, 10)"
96.0,0.0,262.0,663,1000.0,292979556.0,871,665575,1450,704.0,6,848.0,27000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
94.0,11.0,459.0,2123,1000.0,198332128.0,73,114553,2877,187.0,6,973.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
126.0,4000.0,4000.0,1169,21000.0,318298180.0,1485,696338,1574,1055.0,7,12000.0,10000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
126.0,17000.0,1000.0,491,17000.0,73820094.0,287,245333,2538,678.0,6,16000.0,42000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[6, 8)"
106.0,188.0,582.0,2299,10000.0,113745408.0,1825,129601,254,648.0,7,4000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[4, 6)"
112.0,357.0,595.0,324,5000.0,102176165.0,812,117927,2703,501.0,7,3000.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
123.0,452.0,329.0,2223,10000.0,161087183.0,1825,118992,1233,971.0,7,336.0,80000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
96.0,293.0,7000.0,1902,87000.0,100289690.0,824,115099,2892,257.0,6,11000.0,2000,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
113.0,218.0,509.0,1523,10000.0,100189501.0,1745,431620,2327,741.0,7,854.0,77000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
176.0,58.0,60.0,2187,711.0,88246220.0,771,144337,3221,309.0,7,60.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
118.0,208.0,570.0,673,23000.0,150167630.0,902,174578,1862,534.0,7,2000.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[4, 6)"
95.0,0.0,384.0,1879,1000.0,356454367.0,73,345198,2477,773.0,6,767.0,118000,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
106.0,4000.0,591.0,277,19000.0,362645141.0,1576,106072,1056,398.0,6,13000.0,65000,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
124.0,4000.0,4000.0,2329,21000.0,312057433.0,1485,522371,1574,723.0,7,19000.0,18000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
132.0,274.0,11000.0,1503,26000.0,155111815.0,293,228554,2724,710.0,7,17000.0,53000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
97.0,171.0,846.0,2370,11000.0,241407328.0,87,252257,2731,634.0,6,2000.0,89000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
130.0,198.0,884.0,1354,10000.0,208543795.0,592,317542,1792,620.0,7,2000.0,45000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
109.0,596.0,283.0,99,622.0,25043962.0,1693,2138,319,15.0,9,525.0,677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"[4, 6)"
128.0,47.0,982.0,409,18000.0,38297305.0,962,116994,1493,324.0,7,1000.0,35000,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
136.0,94.0,2000.0,462,19000.0,259746958.0,1576,496749,1177,742.0,7,11000.0,55000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
93.0,31.0,213.0,1410,4000.0,238371987.0,885,138661,2049,173.0,6,225.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
130.0,663.0,604.0,456,2000.0,93417865.0,916,128306,2983,497.0,6,638.0,37000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[6, 8)"
102.0,38.0,562.0,582,756.0,222487711.0,364,279093,11,433.0,6,719.0,41000,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
101.0,66.0,833.0,2321,975.0,189412677.0,706,272534,1509,345.0,6,931.0,40000,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
100.0,0.0,267.0,753,15000.0,665426.0,1748,120798,2458,444.0,1,726.0,10000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
120.0,776.0,535.0,2355,890.0,102315545.0,1808,58137,1629,520.0,7,812.0,67000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[4, 6)"
98.0,255.0,759.0,119,18000.0,217387997.0,607,485430,641,492.0,6,953.0,33000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
109.0,84.0,191.0,1664,648.0,150350192.0,1314,305340,457,1676.0,9,284.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
121.0,571.0,3000.0,2647,14000.0,333130696.0,191,682155,829,1097.0,7,14000.0,96000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[8, 10)"
169.0,22000.0,6000.0,168,11000.0,187991439.0,1184,928227,1972,2725.0,7,11000.0,349000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[8, 10)"
148.0,22000.0,23000.0,2576,29000.0,292568851.0,1057,1468200,1607,2803.0,7,27000.0,175000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[8, 10)"
182.0,0.0,773.0,17,5000.0,303001229.0,20,637246,1326,1367.0,7,972.0,166000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
106.0,357.0,4000.0,2647,23000.0,144512310.0,1386,272223,1600,988.0,7,14000.0,14000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[6, 8)"
166.0,21000.0,919.0,1139,11000.0,127490802.0,189,459346,1641,822.0,7,1000.0,23000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"[6, 8)"
132.0,905.0,1000.0,1825,34000.0,146405371.0,789,518537,2346,698.0,7,13000.0,54000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
137.0,508.0,14000.0,2094,34000.0,281666058.0,789,166137,1613,383.0,7,22000.0,38000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
109.0,226.0,370.0,1993,12000.0,63143812.0,1316,124185,2620,238.0,6,418.0,11000,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
98.0,249.0,702.0,1871,87000.0,60655503.0,824,82380,143,629.0,7,2000.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[4, 6)"
113.0,33.0,11000.0,58,40000.0,76846624.0,878,21352,194,131.0,6,25000.0,30000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
93.0,50.0,692.0,812,3000.0,320706665.0,936,211971,2698,326.0,6,795.0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
123.0,0.0,648.0,386,3000.0,46978995.0,447,111609,2705,781.0,7,716.0,89000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
126.0,230.0,2000.0,796,24000.0,89732035.0,703,188457,2080,867.0,7,10000.0,82000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
113.0,150.0,59.0,2365,531.0,104383624.0,219,106446,1835,227.0,6,82.0,11000,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
184.0,0.0,691.0,1086,3000.0,198539855.0,785,254111,1982,1999.0,7,961.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"[6, 8)"
144.0,0.0,581.0,1845,662.0,318759914.0,1854,513158,1755,1782.0,7,599.0,8000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
206.0,0.0,591.0,150,12000.0,34293771.0,103,138863,377,1390.0,9,11000.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"[4, 6)"
138.0,282.0,687.0,584,21000.0,292000866.0,1489,355137,1005,1108.0,7,11000.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[6, 8)"
157.0,179.0,10000.0,584,21000.0,289994397.0,1489,385670,2700,1896.0,7,11000.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[6, 8)"
102.0,532.0,979.0,437,10000.0,227946274.0,1825,343648,885,590.0,7,9000.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
104.0,508.0,558.0,98,10000.0,256386216.0,1825,530870,3190,1413.0,7,1000.0,11000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
115.0,13000.0,588.0,491,40000.0,206456431.0,878,320284,743,1361.0,6,16000.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
111.0,663.0,954.0,1300,1000.0,206435493.0,745,473887,378,626.0,1,1000.0,10000,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
128.0,22000.0,11000.0,1583,23000.0,205343774.0,300,980946,2252,2685.0,7,14000.0,15000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[8, 10)"
89.0,35.0,436.0,1085,1000.0,179982968.0,152,146019,478,119.0,6,851.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
105.0,189.0,1000.0,2125,49000.0,177243721.0,1497,130272,2893,209.0,6,3000.0,2000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 6)"
119.0,151.0,2000.0,2285,20000.0,179883016.0,669,361924,832,641.0,7,16000.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[6, 8)"
129.0,0.0,233.0,528,309.0,139259759.0,538,364948,2331,2121.0,9,269.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
102.0,69.0,490.0,1782,1000.0,400736600.0,904,421658,1911,904.0,6,523.0,58000,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"[6, 8)"
138.0,0.0,30.0,580,234.0,281492479.0,1664,421818,1188,2789.0,9,198.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[6, 8)"
112.0,230.0,12000.0,1920,26000.0,206360018.0,293,414070,207,532.0,7,20000.0,63000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
120.0,750.0,943.0,437,27000.0,153629485.0,1749,552503,3231,1588.0,9,9000.0,191000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"[8, 10)"
146.0,2000.0,294.0,216,15000.0,133375846.0,1748,207839,228,435.0,7,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"[6, 8)"
115.0,0.0,12000.0,1920,26000.0,181015141.0,293,536314,207,738.0,7,20000.0,63000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
96.0,59.0,699.0,693,17000.0,114053579.0,287,146766,1322,178.0,6,759.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[6, 8)"
